Osijek (Hrvatska),OSI
Oslo ,OSL
Ottawa ,YOW
Ouaddaublic,ODA
Ouarzazate,OZZ
Oudtshoorn,OUH
Ouagadougou Faso,OUA
Oujda,OUD
Oulu,OUL
Out Skerries (Shetland),O
Oviedo,OVD
Owensboro (KY),OWB
Oxnard (CA),OXR
Oyem/Loyautte,UVE
Paderborn/Lippstadt,PAD
Paducah (KY),PAH
Page/Lake Powell (AZ),PGA
Pago PagoAmerican ,PPG
Pakersburg (WV) /Marietta (OH),PKB
Palermo ,PMO
Palma de Mallorca,PMI
Palmas,PMW
Palmdale/Lancaster (CA),PMD
Palmerston North,PMR
Palm Springs (CA),PSP
 City ,PTY
Panjgur,PJG
Pantelleria,PNL
Papeete ,PPT
Paphos,PFO
Paraburdoo,PBO
Paramaribo ,PBM
Paris,PAR
Paro,PBH
Pasco (WA),PSC
Pasni,PSI
Patna,PAT
Pattaya,PYX
Pau,PUF
Pellston (MI),PLN
Penang ,PEN
Pendelton (OR),PDT
Pensacola (FL),PNS
Peoria/Bloomington (IL),PIA
Pereira,PEI
Perpignan,PGF
Perth ,PER
gia,PEG
Pescara,PSR
Peshawar,PEW
Petersburg (AK),PSG
Phalaborwa,PHW
Philadelphia (PA) ,PHL
Phnom Penh ,PNH
Phoenix (AZ) ,PHX
Phuket,HKT
Pierre (SD),PIR
Pietermaritzburg,PZB
Pietersburg,PTG
Pilanesberg/Sun City,NTY
Pisa ,PSA
Pittsburgh   (PA),PIT
Plattsburgh (NY),PLB
Plettenberg Bay,PBZ
Pocatello (ID),PIH
Podgorica,TGD
Pohnpei,PNI
Pointe a PitreGuadeloupe,PTP
Poitiers ,PIS
PoncePuerto Rico,PSE
Ponta Delgada,PDL
Pori,POR
Port Angeles (WA),CLM
Portland,PTJ
Porto,OPO
Poughkeepsie (NY),POU
Poznan, Lawica,POZ
Prague ,PRG
Praia ,RAI
Presque Island (ME),PQI
Pretoria ,PRY
Preveza/Lefkas,PVK
Prince George,YXS
Pristina,PRN
Prosperpine,PPP
Providence (RI),PVD
Prudhoe Bay (AK),SCC
Puebla,PBC
Pueblo (CO),PUB
Puerto Escondido,PXM
Pukatawagan,XPK
Pula (Hrvatska),PUY
Pullman (WA),PUW
Pune, Maharashtra,PNQ
Punta Arenas ,PUQ
Pu San (Busan) ,PUS
Pyongyang ,FNJ
Quebec ,YQB
Queenstown,UEE
Quetta,UET
QingdaoShandong, PR ,TAO
Quimper,UIP
Quincy (IL),UIN
Quito ,UIO
Rabat ,RBA
Rahim Yar Khan ,RYK
RaiateaFrench Polynesia,RFP
Rainbow Lake, AB,YOP
Rajkot,RAJ
Raleigh/Durham (NC),RDU
Ranchi,IXR
RangiroaFrench Polynesia,RGI
Rangoon (Yangon) ,RGN
Rapid City (SD),RAP
RarotongaCook Island,RAR
Ras al Khaymah (Ras al Khaimah),RKT
Rawala Kot,RAZ
Rawalpindi,RWP
Reading (PA),RDG
Recife ,REC
Redding (CA),RDD
Redmond (OR),RDM
Reggio Calabria,REG
Regina,YQR
Reina SofiaTeneriffa/,TFS
Rennes,RNS
Reno (NV),RNO
Resolute Bay,YRB
Reus,REU
Reykjavik ,REK
Rhinelander (WI),RHI
Rhodos,RHO
Richards Bay,RCB
Richmond (VA),RIC
Riga,RIX
Rijeka (Hrvatska),RJK
Rimini,RMI
Rio Branco ,RBR
Riyadh ,RUH
Roanne,RNE
Roanoke (VA),ROA
Roatan,RTB
Rochester (MN),RST
Rock Sound,RSD
Rockford (IL),RFD
Rockhampton,ROK
Rockland (ME),RKD
Rocky Mount ,RWI
Rodez,RDZ
Rodrigues Island,RRG
Roenne,RNN
Rome,ROM
Ronneby,RNB
Rosario,ROS
Rostov,RVI
Rotorua,ROT
Rotterdam,RTM
Rovaniemi,RVN
Rundu,NDU
Ruse,ROU
Saarbruecken,SCN
Sacramento (CA),SMF
Sado Shima,SDS
Saginaw/Bay City/Midland (MI),MBS
Saidu Sharif,SDT
Saigon (Ho Chi Minh City) ,SGN
Saint Brieuc,SBK
SaipanNorthern Mariana Islands,SPN
Sal,SID
Salalah,SLL
Salem (OR),SLE
Salinas (CA),SNS
Salisbury,SAY
Saloniki,SKG
Salta, Gen Belgrano,SLA
Salt Lake City (UT),SLC
Salvador ,SSA
Salzburg ,SZG
Samara ,KUF
Samarkand ,SKD
Samos,SMI
Samsun,SZF
San Andres,ADZ
Sanaa (Sana'a) ,SAH
Sandspit,YZP
Santa Ana ,SNA
Santander,SDR
Santiago ,SCU
Santo,SON
SarajevoBosnia and Herzegovina,SJJ
Saransk ,SKX
Sarasota/Bradenton (FL),SRQ
Saskatoon,YXE
SassandraCote d'Ivoire,ZSS
Savannah (GA),SAV
Savonlinna,SVL
Scarborough ,TAB
Scone,NSO
Scottsdale (AZ),SCF
Seattle/Tacoma (WA),SEA
Sehba,SEB
Seinaejoki,SJY
Selibi Phikwe,PKW
Sendai,SDJ
Seoul ,ICN
Sevilla,SVQ
Sfax,SFA
Shamattawa, MB,ZTM
Shanghai ,SHA
Shannon (Limerick),SNN
Sharjah,SHJ
Sharm El Sheikh,SSH
Sheffield, City ,SZD
Shenandoah Valley/Stauton (VA),SHD
ShenyangLiaoning, PR ,SHE
Shenzhen ,SZX
Sheridan (WY),SHR
Shreveport, La,SHV
Shute Harbour,JHQ
Sibu,SBW
Sidney (MT),SDY
Silistra,SLS
Simferopol,SIP
Sindhri,MPD
 ,SIN
Singleton,SIX
Sioux City IA,SUX
Sishen,SIS
Sitka (AK),SIT
Sivas,VAS
Siwa,SEW
Skagway (AK),SGY
Skardu,KDU
Skiathos,JSI
Skopje,SKP
Skrydstrup,SKS
Skukuza,SZK
Sligo,SXL
Smithers,YYD
Sodankylae,SOT
Soenderborg,SGD
Soendre StroemfjordGreenland,SFJ
Sofia ,SOF
Sogndal,SOG
Southampton ,SOU
South Bend (IN),SBN
Southend (London),SEN
Split (Hrvatska),SPU
Spokane (WA),GEG
Springbok,SBU
Springfield (IL),SPI
Srinagar,SXR
St. Augustin, PQ,YIF
Stansted (London),STN
State College/Belefonte (PA),SCE
Stavanger,SVG
Steamboat Springs (CO),HDN
Stettin,SZZ
Stockholm Metropolitan Area,STO
Stockton (CA),SCK
Stornway,SYY
Strasbourg ,SXB
Streaky Bay,KBY
Stuttgart ,STR
Sui,SUL
Sukkur,SKZ
Sumburgh (Shetland),LSI
Sun Valley (ID),SUN
Sundsvall,SDL
Sunshine Coast,MCY
Surabaya ,SUB
Surat,STV
Suva ,SUV
Swakopmund,SWP
Sydney ,SYD
Sylhet,ZYL
Syracuse (NY),SYR
Tabuk,TUU
Taif,TIF
Taipei ,TPE
TaiyuanShanxi, PR ,TYN
Takamatsu,TAK
Talkeetna (AK),TKA
Tallahassee (FL),TLH
Tallinn ,QUF
Tampa ,TPA
Tampere,TMP
Tampico ,TAM
Tamworth,TMW
Tangier ,TNG
Taree,TRO
Targovishte,TGV
Tashkent ,TAS
Tawau,TWU
Tbilisi ,TBS
Te Anau,TEU
Teesside, Durham Tees Valley,MME
Tegucigalpa,TGU
Tehran (Teheran) ,THR
Tekirdag ,TEQ
Tel Aviv ,TLV
Telluride (CO),TEX
Temora,TEM
Tenerife,TCI
Tennant Creek,TCA
Terceira,TER
Teresina,THE
Termez (Termes),TMZ
Terrace,YXT
Terre Haute (IN),HUF
Texarkana (AR),TXK
Thaba'Nchu,TCU
The Pas,YQD
Thessaloniki ,SKG
Thief River Falls (MN),TVF
Thira,JTR
Thiruvananthapuram,TRV
Thisted,TED
Thompson,YTH
Thorne Bay (AK),KTB
Thunder Bay,YQT
Thursday Island,TIS
Tianjin,TSN
Tijuana ,TIJ
Tioman,TOD
Tirana ,TIA
Tiruchirapally,TRZ
Tivat,TIV
TobagoTrinidad and Tobago,TAB
Tokushima,TKS
Tokyo,TYO
Toledo (OH),TOL
Tom Price,TPR
Toowoomba,TWB
Toronto ,YYZ
TortolaBritish Virgin Islands,TOV
TouhoNew Caledonia,TOU
Toulouse ,TLS
Townsville,TSV
Toyama,TOY
Trabzon,TZX
Trapani,TPS
Traverse City (MI),TVC
Treasure Cay,TCB
Trenton/Princeton (NJ),TTN
Treviso,TSF
Tri,TRI
Trieste,TRS
Tripoli ,TIP
Tromsoe,TOS
Trondheim,TRD
Tsumeb,TSB
Tucson (AZ),TUS
Tulepo (MS),TUP
Tulsa (OK),TUL
Tunis ,TUN
Turbat,T
Turin,TRN
Turku,TKU
Tuscaloosa (AL),TCL
Tuxtla Gutierrez,TGZ
Twin Falls (ID),TWF
Tyler (TX),TYR
Ua HukaFrench Polynesia,UAH
Ube,UBJ
Uberaba,UBA
Uberlandia ,UDI
Ubon Ratchathani ,UBP
Udaipur ,UDR
Uden ,UDE
Udon Thani,UTH
Ufa,UFA
Uherske Hradiste,UHE
Uige,UGO
Ujung Pandang ,UPG
Ukhta,UCT
Ukiah (CA),I
Ulaanbaatar ,ULN
Ulan,UUD
UlanhotPR ,HLH
Ulei,ULB
UlsanSouth Korea,USN
Ulundi,ULD
Umea,UME
Umiujaq,YUD
Umtata,UTT
Unalakleet (AK),UNK
Union IslandSaint Vincent and the Grenadines,UNI
Unst (Shetland Island) ,UNT
Upala,UPL
Upernavik ,JUV
Upington,UTN
Upolu Point (HI),UPP
Uranium City,YBE
Urgench,UGC
Uriman,URM
Urmiehm (Orumieh),OMH
Uruapan,UPN
Urubupunga ,URB
Uruguaiana ,URG
UrumqiXinjiang, PR ,URC
Uruzgan,URZ
Ushuaia ,USH
Utapao (Pattaya),UTP
Utica (NY) ,UCA
Utila,UII
UummannaqGreenland,UMD
Uzhgorod,UDJ
Vaasa,VAA
Vaexjoe,VXO
Vail (CO),EGE
Val d'Or,YVO
Valdez (AK),VDZ
Valdosta (GA),VLD
Valencia,VLC
Valladolid,VLL
Valparaiso,VAP
Valverde,VDE
Van ,VAN
Vancouver ,YVR
Varadero,VRA
Varanasi,VNS
Varkaus,VRK
Varna,VAR
Vasteras,VST
Velikiye Luki (Welikije Luki),VLU
Venice ,VCE
Veracruz,VER
Vernal (UT),VEL
Vero Beach/Ft. Pierce (FL),VRB
Verona (Brescia) Montichiari,VBS
Victoria,YYJ
Vidin,VID
Vientiane ,VTE
Vigo,VGO
Villahermosa,VSA
Vilnius,VNO
Virgin GordaVirgin Islands (British),VIJ
Visalia (CA),VIS
Visby,VBY
Vitoria,VIT
Vryheid,VYD
Wabush,YWK
Waco (TX),ACT
Wagga,WGA
Walla Walla (WA),ALW
WallisWallis and Futuna Islands,WLS
Walvis Bay,WVB
Warrnambool,WMB
Warsaw ,WAW
Washington DC ,BWI
Waterloo IA,ALO
Watertown (SD),ATY
Wausau/Stevens Point (WI),CWA
Weipa,WEI
Welkom,WEL
Wellington,WLG
Wenatchee (WA),EAT
West Palm Beach (FL),PBI
Westerland, Sylt ,GWT
Whakatane,WHK
Whale Cove, NT,YXN
Whangarei,WRE
White Plains (NY),HPN
Whitehorse,YXY
Whitsunday Resort,HAP
Whyalla,WYA
Wichita Falls (TX),SPS
Wick,WIC
Wickham,WHM
Wien (Vienna) ,VIE
Wiesbaden, Air Base,WIE
Wilkes Barre/Scranton (PA),AVP
Williamsport (PA),IPT
Williston (ND),ISL
Wilmington (NC),ILM
Wilna (Vilnius),VNO
Wiluna,WUN
Windhoek ,ERS
Windsor Ontario,YQG
Winnipeg ,YWG
Wolf Point (MT),OLF
Wollongong,WOL
Woomera,UMR
Worcester (MA),ORH
Worland (WY),WRL
Wrangell (AK),WRG
WuhanHubei, PR ,WUH
Wyndham,WYN
XiamenFujian, PR ,XMN
Xi'an ,XIY
Yakima (WA),YKM
Yakutat (AK),YAK
Yakutsk,YKS
Yamagata, Junmachi,GAJ
YamoussoukroCôte d'Ivoire,ASK
Yanbu,YNB
Yangon (Rangoon) ,RGN
Yaounde,YAO
Yellowknife,YZF
Yekaterinburg ,SVX
YichangHubei, PR ,YIH
Yokohama,YOK
Yuma (AZ),YUM
Zacatecas,ZCL
Zadar (Hrvatska),ZAD
Zagreb ,ZAG
Zakynthos,ZTH
Zaragoza,ZAZ
Zhob,PZH
Zinder,ZND
Zouerate,OUZ
Zurich (Zürich) ,ZRH
